By @skurfuerst Extbase and Fluid are on the #-Typo3 core list now	Typo3	Typo3	TYPO3
I love it! Led Zeppelin III (on cassette  ) #firstrecord #childofthe80s	childofthe80s	child of the 80s	child of the 80's
@mattroweshow: you did a good job  the beer comes soon #ldow2009 #theguardian #beer	ldow2009	lDOW 2009	ldow 2009	ldow2009
is apologizing to everybody for possible delays, as we still do not have inet in the office  #pixeltamer.net	pixeltamer	pixel tamer
@lhuga BTW I was looking for a red head at #tbarcamp and some how managed not to find you	tbarcamp	t barcamp	t bar camp
"What the future holds for you depends on your state of consciousness now" - Eckharte Tolle #quote Evening everyone	quote	quote
@HeatherOsborn Tell Tom to hold his wallet until RWA   I am working for my boss Ned, unfortunately. #nedfail	nedfail	Ned fail	ned fail
Have to wait till Friday to pick up my Visa for China- not as expedited as I would have hoped, but at it's done   #geeksonaplane	geeksonaplane	geeks on a plane
It looks like the office TV DOES get MLB Network... and it looks like MLBN will NOT be televising the DET/BAL game today  #wieters	wieters	wieters	Wieters
Rainy day in Victoria tday after grt week. Good day 4 r designer to take us furniture shopping. What fun  #victoria	victoria	Victoria	victoria
Any of you guys at #flashcamp not want your special CD with Catalyst and Flash Builder 4?  Hook me up!  Nothing like that at 360Flex!	flashcamp	flash camp
Started training for the #GrandEastAngliaRun today- 2 weeks to go. The state I am in 2 months will not be long enough!	GrandEastAngliaRun	Grand East Anglia Run
@davehonig Because this is an internet advertising event and many people here still thinking more advertising / less conversation  #iabnet	iabnet	iabnet
@HarbourSeal hey there, nice meeting u at #homegame. back in work recovering now feeling like its a long long time till the nxt one	homegame	home game
oww the poor darling    Body of missing Tracy girl Sandra Cantu  found inside suitcase www.tinyurl.com/dfhvzg  #tracy	tracy	tracy
last tweet about #bsg/#caprica panel: question about whether all cylons can dunk basketballs REMAINS UNANSWERED	bsg	bsg
#23andme	23andme	23 and me
@onw2thetop Hey! Check out my #PhotoFollows 4 today! http://twitpic.com/4ijje (#PhotoFollows is Every Sunday now...Play along!)	PhotoFollows	photo follows	Photo Follows
I think #nickdarcy got a raw deal! Another champion leaves the pool.	nickdarcy	nick darcy
@sakixry #weshouldfindout if theres a rpattz booty call number.... I have the contact info for his hotel but not his actual room number	weshouldfindout	we should find out
Really want to get to work, but feeling really lazy.  #pyggy	pyggy	pyggy
So #DeathSponge enjoyed its company paid vacation too much.	DeathSponge	Death Sponge	DeathSponge
@yojibee #linux / #solaris sure no problems. #windows hmmmmm not so sure	windows	windows
twice in a week Qantas club lounge computers broken  #flyertalk	flyertalk	flyer talk
http://twitsnaps.com/v2f@  I like double shot espresso on ice with energy  #photo #coffee #chicago	chicago	Chicago	chicago
Any metalheads who are on facebook, you should all join this group http://tinyurl.com/nnmjlw \m/  #metal	metal	metal
@onlyobsessed Well, maybe. I wouldn't know. My computer is dead, therefore i can't read #picturesforsadchildren  now i am a sad child.	picturesforsadchildren	pictures for sad children
@brentitude our boy wake either has it or not. Looked like he had it but lost it there  #redsox let's hope our bats can pull us back	redsox	red sox
Guess I was too late  #sigjeans	sigjeans	Sig jeans	sig jeans
@MeganOh we won't have time to head up north, sorry  #roadtwip	roadtwip	road twip	roadtwip
Got off Mantis standing ride. Was ok. Acted like a limp doll on it, mouth agape. No pics, tho  #OHIOis4thrillaz	OHIOis4thrillaz	OHIO is 4 thrillaz	Ohio is 4 thrillaz
My 'UP' plans got cancelled  #UP #Pixar #Disney #movie #IMAX #3d	movie	movie
Kids up at the crack of dawn... I'm still full of cold. Bleh  Starting work... #stuckrecord	stuckrecord	stuck record
Is #youtube still not making any money? Anybody using #orkut? How #twitter will fight #spam?  #google #schmoogle	orkut	orkut
waking up, listening to Adam Carolla, doing some entrepreneurial stuff. btw, tweetdeck crash, lost replies.  #buildyourbrand	buildyourbrand	build your brand
@nancykohler Oh it looks like the #yankees are playing Tampa Bay (just FYI)	yankees	yankees
Sigma 70-200mm f.2.8, is waiting for me at the local post office, but I don`t get home to pick it up until thursday  #sigma	sigma	Sigma	sigma
@d33pak Oh! Had I known, you had reco me, I would have twittered on the weekend too.  Okay, now shall make up for the weekend! #followweek	followweek	follow week
#jonaswebcast was awesome!! cant wait for next week	jonaswebcast	jonas webcast	Jonas webcast
aaarrgghh in car & looks like nasty traffic  #kwinanafreeway	kwinanafreeway	kwinana freeway	Kwinana freeway
@cheaty say it ain't so..."available in the US only"   #bTrendie	bTrendie	bTrendie
Re-pinging @_yolanda22_: Not in d best of moods... I'll punch somebody in d nuts.  #moodswings- that sounds painful	moodswings	mood swings
moer... tweaked my neck @ gym this morning.. its getting tighter by the hour.. laaaank sore  #feelingsorryformyself	feelingsorryformyself	feeling sorry for myself
House small biz meeting not on CSPAN online #CPSIA	CPSIA	CPSIA
What bugs me: I'm gonna miss #WWDCs keynote	WWDCs	WWDCs	WWDC's	WWDC s
@myria101  But that doesn't mean I missed you any less. #itotallymissedyourface	itotallymissedyourface	i totally missed your face
preparing for work and leaving the balcony  But i'll give it tomorrow another try! ;-) ? #niceweather #Berlin #goodlife	goodlife	good life
@spiralshannon would have loved to have seen you there.  #divorceparty	divorceparty	divorce party
Actually it's not just a #v2powercut, it's everywhere in Vashi, maybe even Navi Mumbai Power is expected to return only after 4 pm	v2powercut	v2 power cut
I'm pretty #hungee but I still can't swallow anything!	hungee	hungee
@tammys hey whatever as long as they keep winning  #Rangers	Rangers	Rangers
5K done in under 60mins!NoBigDeal? Psst,I weigh 280lbs!Yippee!  Thanks @JonathanRoche #NEWO (No Excuses WorkOuts) & @theFlylady #Flylady !	Flylady	Fly lady	Flylady
It's annoying clicking, "Mooch this book!" and having #bookmooch  tell me that the one available copy isn't actually available	bookmooch	book mooch
sophie wants my name is earl back  #SavEarl	SavEarl	Sav Earl
bummer.. i was all excited for a Kubel grand slam  we're still up 9-5 #Twins	Twins	Twins
I started to wonder why we haven't heard more of Mad Season until I realized Layne Staley is dead         #damnheroin	damnheroin	damn heroin
@hello_jodie No! I should say not! :sniffles: I need my Jodiekins...  #imissyourfacewhenyouregone	imissyourfacewhenyouregone	i miss your face when you're gone
HASS> ich hasse #typo3  http://tinyurl.com/dbkugt	typo3	typo3	typo 3	TYPO3
Awwww Lenny!    We'll miss the crap out of you.  #deadliestcatch	deadliestcatch	deadliest catch
just saw his #tweetcoding only boil down to 340 characters	tweetcoding	tweetcoding	tweet coding
@R_SK  i wanted that #woot	woot	woot
Just copied large block of code and pasted somewhere to get functionality up and running quickly. GOD I fell so dirty!   #antipatterns	antipatterns	anti patterns
will be in #mumbai on June 5th at CNBC TV18 studio in Lower Parel for auditions of http://tr.im/SouthAfrica tweetup later guys?	mumbai	mumbai	Mumbai
@frugaldougal I'm ok my eyes are a bit sore  I'm sure @daisythewhippet would be pleased that she had touched so many lives #fordaisy	fordaisy	for daisy
@OzAtheist yeah, it's horrifying.  #dateline	dateline	dateline	date line
Britain used to have talent. Now we have #susanboyle. Sorry World.  #twunes ? http://blip.fm/~4ir01	twunes	twunes
almost died. Laptop screen was set to 100% brightness after I reinstalled Windows Vista. Got a headache now  #insanedefaults	insanedefaults	insane defaults
Ending to Bionic Commando: Super Big Disappointment  #bioniccommando	bioniccommando	bionic commando
#failwhale	failwhale	fail whale
londiste initial copy is killing me....  #postgresql #londiste #skytools	skytools	SkyTools	skytools
back in the office, it's hot in here  #hatemonday	hatemonday	hate monday
@larcho m'affraid no #babysongsongisallilknownow	babysongsongisallilknownow	baby song song is all I'l know now
Thank You & a big Bless you to all the other Ford Fiesta Agents for your nice words & Luv  @yogaarmy #fiestamovement	fiestamovement	Fiesta Movement	fiesta movement
#Earthquake M 3.2, San Francisco Bay area, California http://snipurl.com/jldtv (via @WheresItShaking).< I didn't feel it  bummer	Earthquake	earthquake
Oooh @DaddyD...  ION, on the way to #TDCag.	TDCag	TDCag	TDC ag
well that was painful  #goodnight and #goodluck	goodluck	good luck
Yet another sunny day in Utrecht (to be spent indoors). The last day of the hackathon...  Time to test and release. #hac5	hac5	HAC 5	hac 5	hac5
Homepage, portfolio, & about all work now.    http://www.deborahhabora.com/  #photography #webdesign	photography	photography
@AdamLeber please @britneyspears come to italy   #TeamBritney	TeamBritney	Team Britney
@myria101 I know, but it's not the same as real-time love  :pouty face: #imadeprivedchild	imadeprivedchild	I'm a deprived child
Just listened to Iain dale v George Galloway and now reading @guidofawkes about #mpexpenses - the system still seems very screwed to me	mpexpenses	mp expenses
It's really hard accepting that those u thought u culd trust are the ones that show u how transient it can be #DUMBfriendthatzme	DUMBfriendthatzme	DUMB friend thatz me	dumb friend thatz me
#amazon	amazon	amazon
Scoop: poor little Dawne Wilson.  The 36 yr old sistah was arrested for stalking ya boy #TYLER PERRY! The chick was outside his studios	TYLER	Tyler	TYLER
@AlexLJ alas I think me may have the see flu that be going round this fine ship arhhh  #Twitarrr	Twitarrr	Twitarrr
#BSG complete series #bluray available for pre-order at amazon. US$245 though so it's a bit out of my price range  http://bit.ly/r63EP	bluray	blu-ray	
it's been seven days and the latest #vconqr update (1.3.1) has yet to go live	vconqr	vconqr	vConqr
On my way to get prints in 30 minutes. If you buy before I leave, I'll ship tomorrow!  http://futurowoman.etsy.com #polaroid #etsy #photog	polaroid	polaroid
#28fresh	28fresh	28 fresh
Bangalore is playing today and the TV on the floor at work is conked off... #Samaya manikya	Samaya	Samaya
two hours till our offer on the house expires  no word yet! Come on people, sell us your house!!!!!!!!!!! #Parker #Colorado	Colorado	Colorado
the man with the tan  #ASOT400	ASOT400	ASOT400	ASOT 400
Whoops. Just used up my first ink cartridge for my #livescribe pen. Was hoping they last longer than 10 pages.	livescribe	livescribe
Double-dang, I'm up at the same time as @missrogue at wordcamp SF. 1. I wanted to see her talk, and 2. Everyone else will too #whuffie	whuffie	whuffie
Cory, Did I miss Lisa Kudrow?   (via @JessieMcDaniel)  No. She went into PMK this afternoon where @Chelsea4444 interns.   #boycottnick	boycottnick	boycott nick
Ok so in work, no phones allowed now  so have had to sneak around just to tweet, I think I shall start a hash tag. #ninjatweet	ninjatweet	ninja tweet
@quii but I don't have a middle name...  #middlenamethursday	middlenamethursday	middle name thursday
Aww Jonny Evans off  LOL at Ronaldo throwing his toys out the pram. He's such a child! #ManUtd	ManUtd	Man Utd
So much for 7-10 for #TweetItUp	TweetItUp	tweet it up	Tweet It Up
@dani3boyz  #NHLtweetup: i did take pictures and put it on my external hard drive which fatefully failed on me the other day.	NHLtweetup	NHL tweetup
In spite of being awake and ready for church 2 hours before the service, I'm not going this morning. #rollcall	rollcall	rollcall	roll call
Also, my house is hotter than that chick last night. I miss #SantaBarbara	SantaBarbara	Santa Barbara
Orange tabby, blue eyes milking over, in northbound gutter of 11.   #hburgnews	hburgnews	hburg news	hburgnews
its been 3 minutes since I've seen an earthquake tweet. I'm starting to miss that meme  #earthquake #hawthorn #notreally	notreally	not really
@iainmacl I can't get stream - tried Chrome, IE & Firefox  #edtech09	edtech09	edtech 09	ed tech 09
#F1 #FelipeBaby That ruins the 'how many spins' sweepstake	FelipeBaby	Felipe Baby
I love this guy....  http://tinyurl.com/qhuh8m #leedsunited	leedsunited	Leeds United	leeds united
The VP is gone...so why am I getting a headache?    Time to have some coffee and fight it off. #migraine #ohnoyoudidnt	ohnoyoudidnt	oh no you didn't
Just got back from #Moab. Great Jeeping but lost my wedding ring at one of our camp sites	Moab	Moab
Possibly temporarily surrendering my #lofnotc badge tonight in order to go watch #UP. I think it'll be worth it.  #PIXAR squee!	lofnotc	lofnotc
Setlist had Flowers in the Window as the closing song...they didn't play it.  #travis	travis	travis	Travis
Must go to sleeeep!! 6 am comes Wayy to early   #goodnight	goodnight	good night
almost done with my dark roast with double espresso....need more....zooooooooom #imjustsayin	imjustsayin	I'm just sayin
@Joe I don't know anyone 'in the know' to be invited to a #comicreliefparty	comicreliefparty	comic relief party
I so wish I were going to #SMX Advanced.    #jealous #pissedoff #leftout  #whining (via @SEOAly)	pissedoff	pissed-off	pissed off
New Metal Gear on 360 has Raiden instead of Solid Snake as protagonist - teaser shown, no gameplay  --TopaZ #xboxe3	xboxe3	xbox e3	Xbox E3
I read somewhere that Google dropped the "sender" header in emails - They haven't  Outlook still shows From x on behalf of y #fail	fail	fail
Oh damn no I won't the offer expired  #virginmedia	virginmedia	Virgin media	virgin media
Oh. Turns out you can't put a cat bed in the washing machine and expect it to come out in one piece.  #terriblekittymom	terriblekittymom	terrible kitty mom
stuck at #bluescreen while installing #leopard 10.5.7 update	leopard	leopard
#mikeywayday? Count me IN	mikeywayday	mikey way day
@HlwdBlvd New jerseys? Flags? Hats? I think I'll get a Laker's poster to put in my window on Hollywood Blvd.    #nba #lakers #kobe #i ...	lakers	Lakers	lakers
The demo of plants vs zombies works perfectly under wine in ubuntu, registering #fails  . Manual registration needs IE. I'm out $30.	fails	fails
No http://twtvite.com/1owvdb #twtvite #rozsavage Sorry I'm not able to make it   Have fun Roz!	rozsavage	roz savage
...forgot+missed the #MotoGP because of it though. Gutted	MotoGP	MotoGP
They Joy of hangovers. Bliss   .... Will I' regret following all the #TEMPLES in a moment of foolishness last night? Time will tell.	TEMPLES	TEMPLES
Need to start packing food for school. Looking for my Mr. Bento containers; missing 2 of 4!   #bentobox	bentobox	bento box
Having fun with a new #Watchguard #Firebox today....(he says with a smirk)....	Firebox	Firebox
Looking out at the stream outside my house. Still raining, and  I suspect it will be still too coloured for #flyfishing tomorrow. Oh well	flyfishing	flyfishing	fly fishing
I dreamt my bank called to confirm a 1 million USD deposit to my account... doesn't count as #nightmare but I woke up crying nonetheless	nightmare	nightmare
@ewarthale Damn - you spotted the flaw in my tweet. I'll have to push off to #wheniwerealass instead	wheniwerealass	when i were a lass	when I were a lass
@DominoAWARE Sounds like a great event!!! I can't make it   http://bit.ly/raVX2#padi #projectaware	projectaware	project aware
@PDXsays Thnks! Sometimes solutions too simple to see right away huh? ps- Did I miss you at #pdxcc09 ?	pdxcc09	pdxcc 09	PDX CC 09	pdxcc09
Yeah, totally drunk after 5 beers later and ummmm...cool band! Me = lightweight. Sorry for the massive tweets everyone  #Ladytron	Ladytron	Ladytron
awww #woo.sh isn't linked to one's twitter account. A separate registration is needed which is a bummer	woo	woo
@aizatto how nice for you. We're stuck indoors. Room full of dudes, kinda warm  #geekcamp	geekcamp	geek camp	geekcamp
I was going to create a list of all the CVBs that used the #ntw09 avatar but ran out of time.	ntw09	ntw09	ntw 09	NTW 09
@karmkw_muah I wish so but no  #twiparty is just some twilighters who are watching Twilight at the same time and chat about it	twiparty	twi party	twiparty
First rain in Bangalore came with some colors and some wonderful mood! http://is.gd/th0E  #flickr	flickr	Flickr	flickr
Banner on mbta.com said I could ride the Salem Ferry with my monthly pass, turns out only zones 5-8 passes are eligeble, I'm zone 4 #FAIL	FAIL	FAIL
"Participating shop" didn't know anything about Vinyl Saturday & thus never got  copies of the special #greenday 7"	greenday	Green Day	green day
and when you think about things like that with ASF people wonder why I get a headache with #eventtrack filtering keywords	eventtrack	event track
Back to TweetDeck, #nambu is deeply broken, looks like its last update broke more than it fixed	nambu	Nambu	nambu
Really feels like a #facepalm day today. Controller glyph display work was too FUBAR to use - going to have to think of an alternative	facepalm	facepalm	face-palm	face palm
I wanna be at BEA as well!!!!   #BEA09	BEA09	BEA09	BEA 09
Awesome last minute drama at Indy 500 bump day! Andretti, Hunter-Reay are in. Tagliani is crushed  #nascar #Indycar #Indy	Indycar	Indycar	indycar	IndyCar
Is sad  wants #twithugs	twithugs	twit hugs
missed @amyinohio @shannonb @momminitup & @oamcortney at last night's #bigdealmoms meet up	bigdealmoms	big deal moms
trying @gwibber .. till now I am impressed with this one who doesn't use Adobe AIR, true #linux or rather #GNOME product  #gwibber	gwibber	Gwibber	gwibber
Might go to the wakepark for some #wakeskate action today. Wonder if my wetsuit is still wet. Still have to clean bathroom though	wakeskate	wakeskate
#webDU is over  #webinale in Berlin next. Also: 3./4. Juni in Heidelberg - 2 days of AIR training. Interested? DM me!!!!	webinale	webinale
#coffee time	coffee	coffee
@mileycyrus CANNOT star in the remake of Girls Just Want to Have Fun. I will simply die! #favoritemovie	favoritemovie	favorite movie
@pairadocsdesign and Radio X 96.1 is going all sports next month. Radio is dead.  #grandrapids	grandrapids	grand rapids
Off to Iowa with @benjaminlindner @kansasjackass @tjwills00 @moreauphone @yonahana and @ksuchoice for #MWYDA - Sadly not @kellyjay7	MWYDA	MWYDA
@Art_News ~ My bad     #followArt	followArt	followArt	follow Art
@dieverdog #Migraines Yes, hope it's a headache -free zone for both of us!!	Migraines	Migraines
I may have tossed out a whole bag of cool paper airplanes.  I am made of total fail if I did that.      #asstrending	asstrending	ass trending
Feels inadequate cause he uses TwitterFon  @Tw1sty @rperdio, @richokinetic, @snarkattack, @carnagefairy, @themonkeyboy Yay #Limeisback!	Limeisback	Lime is back
@r_u_b_y_l @ChellBarker @trinibearr thankyou guys so much  your helping us help them. and thanks to everyone else aswell. #forourhero	forourhero	for our hero
@truehigh doh! I was out so long & late 2day & missed it.   If u rly love me u can do it again on the day of the #GlobalMarijuanaMarch ;-)	GlobalMarijuanaMarch	Global Marijuana March
is stuck in traffic. Pacific motorway southbound after kurilpa bridge. At a standstill. Grr i'm late for work.  #bnetraffic	bnetraffic	bne traffic	BNE traffic	BNETraffic
happy 50th birthday #Morrissey! I will play him/The Smiths all day in dedication to him	Morrissey	Morrissey
My parents withdrew permission at the last moment, I am not going along with tomorrow's SAC trip to IDP camps  #Pakistan #IDPRelief	IDPRelief	IDP Relief
Tried listening to @olganunes on the radio but station doesn't broadcast to Dublin  Locations should be on website front page #websitefail	websitefail	website fail
"you stink!"  haha, too funny! #rejectprop8 #stargirlinspace #rejectprop8 #stargirlinspace	rejectprop8	reject prop. 8	reject prop 8
First #Tweetie bug for me... cant add another account get an authentication error	Tweetie	Tweetie
anybody know where #Steve Buscemi went to? that guy was the shit! i miss his tweets	Steve	Steve
running out of battery. bummed i can't live tweet notes from  @zephoria #tltsym09	tltsym09	TLT SYM 09	tltsym09	tltsym 09	tlt sym 09
@MoxieGarrett Yeah, I totally am  #gojaysgo	gojaysgo	go jays go	go Jays go
@funhiguy Hi man, yeah I so wanna go, but I'm on Maui  #liloven	liloven	lil' oven	lil oven	li'l oven	lil Oven
@susannar100 Not keen on fringe today, sorry but it had to be said. #fringefailure	fringefailure	fringe failure
@rishil I'm confused too  #SMX is shorter, but #smxlondon more to the point	smxlondon	smx london	SMX London
Won't hear about #savechuck for possibly another week or two. Was hoping to hear tomorrow.	savechuck	save Chuck	save chuck
@dannybrown Let me know what you find out about this #tweetjack dude. I'm totally locked out of my blog	tweetjack	tweet jack
I should be landing in Detroit right now... sigh    #DEMF	DEMF	DEMF
@piawaugh get well soon. sorry you can't make it  #cua09	cua09	cua 09	CUA 09	cua09
@WarrenCorpus dude. I"m a li'l Florida fan in the Big D right now. Harassed doesn'd do it justice   #SaveMeFromHell.	SaveMeFromHell	Save Me From Hell
#Natalie Cole got a NEW kidney from a fan but DURING SURGERY she lost her younger sister to #cancer. sis had not been 2 doc in 30 years	cancer	cancer
#140Sunday	140Sunday	140 Sunday
wow, i dress like blossom, how sad  #WNTW	WNTW	WNTW
wow #epicfail on me. I did a search for epicfail and didn't see many entries but apparently, it's widely used. I'm depressed now	epicfail	epic fail
@kingstonpaul Damn! I wish I were going! Found out too late to get wranglers for my kids and @bobalert.  I miss #mountainjam every year!	mountainjam	mountain jam
@kailamac Aww...I used to live 20 minutes away from there  #shouldmoveback #heybabyhowyoudoin #shameless #lulz	lulz	lulz
ignorance is your new best friend     #delongeday	delongeday	delonge day
Waiting Waiting Waiting ... for my two 24kg #kettlebells and  one 32kg #kettlebell to arrive, but have to go out. Bet I miss the courier	kettlebells	kettlebells
Did you know that find had a -delete flag? I certainly did not  #linux	linux	linux
If I said my feet were sore it would be an understatement   #aacr	aacr	aacr
it didn't make sense to combine all the mutant powers to Wade, and then just kill him after 10 minutes.  #xmenorigins	xmenorigins	xmen origins	x-men origins
yum, $.15 coffee, iced coffee, donut, or ice cream from #dunkindonuts today	dunkindonuts	dunkin donuts
Anybody but me remember the "We Want that Cup" song Z95.3 had in 1994 for the #Canucks? I wish I knew where that tape was...	Canucks	Canucks
BerryWell photo shoot is today! Woo! Err... yay for #cramps tho.	cramps	cramps
Poop - completely missed out on Tunnel 228! Not used to not getting into shows, that'll teach me  #theatre #punchdrunk	punchdrunk	punchdrunk
@tweetie How do I know which tweets I have read and not in #tweetie #mac? The dimming only works if I select each tweet	tweetie	tweetie
#30secondstomars	30secondstomars	30 seconds to mars
My friend leaves for Ireland tomorrow to play cricket  .... for 6 months ....  #sambradley	sambradley	sam bradley	Sam Bradley
where are you #LOSNOTC kids	LOSNOTC	losnotc
@bekathwia I thought at #mf09 that there should have been a project with someone just photographing t-shirts!	mf09	mf 09	mf09	MF 09
Thanks @nyakototo  #LOST #WFTB #s1e8 I can't miss this episode. I'm a fan of peanut butter. Sshh! Don't tell the noobs what that means yet	s1e8	s1e8	s1 e8
well that is it for this week (except I missed FREE COMIC BOOK DAY)  hopefully my guy did his thing thanks KEV @ #PaperHeroes	PaperHeroes	Paper Heroes
#fifthsummit	fifthsummit	fifth summit
Decided too high to risk balancing on ladder!  Put bait hive on the wall and am hoping they will get the message - will check later #bees	bees	bees
need intellisense with the "dynamic" keyword  #beta1	beta1	beta1	beta 1
#Bangalore #Power sucks! yesterday from 1.40 PM to 7 PM, they zilched. Now from 8AM onwards.  I have limited backup power window! #BJP X	Bangalore	Bangalore
Crikey. Found a serious downside to Chrome. Can't set the opacity of 24 bit PNG files. Master Plan ruined. #chromesucks	chromesucks	chrome sucks
#SanctuarySunday we have serious competition from mothers day, star trek and formula 1, it it weren't for them, I'm sure we'd be no1!	SanctuarySunday	Sanctuary Sunday	sanctuary sunday
@jameskysonlee That face you got "stuck" with in the latest #Heroes episode...priceless. Kudos to you and Masi and baby Parkman	Heroes	Heroes
@tclick    we will make you feel better #tweetup	tweetup	tweetup	tweet up
@perrythebirman We can't come to #pussycatis today because our human @AnnePMitchell is on a train	pussycatis	pussy cat is
Ironic..."Not Meant to Be" by Theory of a Dead Man playing on the pod  #canucks	canucks	canucks
#twssthurs	twssthurs	twss thurs
@cwtch Hear here! Stuck in work til 12:30, then have a photoshoot this arvo for a few hours  #photog	photog	photog
#euroko	euroko	euroko
damn - the doc server publib.boulder.ibm.com is down. wishing i'd got my own copy of the InfoCenter docs now  #cloudfail	cloudfail	cloud fail
Google chrome has reached version 2.0 but still no port for linux  #google #googlechrome	googlechrome	Google Chrome	google chrome
still no word from @davegorman on my #idiotictwitterapps idea for Genius	idiotictwitterapps	idiotic twitter apps
Shooting my last roll of SX-70 Polaroid film today. Boo  #togs	togs	togs
Oh damn damn it's 2nil #manutd  hughes needs to sort out his boys! #football #mancity	mancity	Man City	man city
I hope I havn't done anything wrong!  @qascat "I'm not here 4 religion,politics or twits tryn 2 force..." #TwitterAngst #SemperFidelis	SemperFidelis	Semper Fidelis
@adlounge  Hey! Wanted to confirm we're still meeting at Rivoli @ 6pm?  I can only stay for an hour and a bit  #adlounge	adlounge	ad lounge
PETTEN - my new photo-gallery is up on http://philomina-photos.com -comments are highly appreciated  #holland #netherlands #photos	photos	photos
I had to go to work last night  @daviesgravey it was not the bizness #mayhemcrew	mayhemcrew	mayhem crew
nooo not again  #munlei	munlei	munlei	MUNLEI
@Glasgowlassy ..the rest is history as they say!! Those were the days..stealth mssions and Roy not handling his #largepussy LOL	largepussy	large pussy
Good morning world, good morning sad #Berlin!  Weather sucks!and that on a very long weekend!   alternative= home cleaning! #badtiming	badtiming	bad timing
Officially giddy with all the cashcard top up machines, stopping and going on rye way home! I wanna scrap but so giddy!  #scrap #scrapbook	scrapbook	scrapbook
Dad-Ur dawter is grounded til she's 71! Wife argues but has 2 concede. Dawter (holding flowers) Happy Mother's Day, Mom!   #crapsoaplines	crapsoaplines	crap soap lines
Let's Get Clinical is on RCRD LBL http://is.gd/t9br I want the full album  #maximopark	maximopark	maximo park
@bbc5live disappointed you didnt  tweet about #Wolves gaining promostion - was out yesterday now I checked and not 1 tweet from you!	Wolves	Wolves
@YourMrBumbles @Teelou Thank you for #maternalhealth support	maternalhealth	maternal health
Can anyone tell me what #twittertakeover and #vampirebeatles are? I feel out of the loop	twittertakeover	twitter takeover
spain       does anyone know what the match for the 3rd/4th place is? #football #spain	spain	spain	Spain
No longer drunk  room was fun need to work on #deathwhale	deathwhale	death whale
@HootyMcBoon Well that sucks  #TWOHANDSFLETCHER #TWOHANDSFLETCHER #TWOHANDSFLETCHER #TWOHANDSFLETCHER	TWOHANDSFLETCHER	two hands FLETCHER	TWO HANDS FLETCHER
TPO_Hisself I am crushed you left me out of #Spiritual Sunday	Spiritual	Spiritual	spiritual
@dda Intimate indeed  I guess numbers can always be built up #erlang.	erlang	erlang	Erlang
/me doesn't own a bike and isn't going to work today. #ridetowork failure	ridetowork	ride to work
Austria loses to Denmark and is demoted  #iihfhockey	iihfhockey	iihf hockey
@BigHeadAsian Ahhh...can't do this one....will be in las Vegas that weekend  #noctweetup	noctweetup	noc tweetup
@David_Laing I saw that, wish #Virgin would do that!	Virgin	Virgin
Abandoned #pbr09.  For shame.   (pic: http://bkite.com/0760K)	pbr09	PBR 09	pbr09	pbr 09
#3words	3words	3 words
@nancykohler You know what stinks? The #Ducks get blacked out where I live. I don't get to watch games 3 & 4.	Ducks	Ducks
But it's not THE Casey of #ravelry though... some new person trying to set up an acct	ravelry	Ravelry	ravelry
I don't follow many celebs but I had to follow @DanicaPatrick .  Hoping it comes down 2 you and Paul Tracy on the final laps.   #indy500	indy500	indy 500
@x_it Thanks. I'll post that information as a 2nd comment. The first casualty in war is truth  Pretty dumb of #redshirts to do this.	redshirts	redshirts
@thomassonora I had the same problem  #poken #error	error	error
Hey #socialmediatv  - I'm new here  - is this a recorded show, viewable later too?  thanks  (Social Media TV live > http://ustre.am/2NjV)	socialmediatv	social media tv
Presenting in 15 minutes at One-Eyed Jack's. Be there!  #barcamporlando	barcamporlando	bar camp orlando	barcamp orlando
first long-ish bike ride in a long time...now understand why a man would wear bike shorts  #cycling #biking http://ow.ly/7lR8	biking	biking
I don't think I've ever been up this early on a Sunday in a while. Meanwhile, the #bigweekend awaits!	bigweekend	big weekend
I want to be at #tower09 or at #thinkingdigital or at #futuresonic. But am not am working	futuresonic	future sonic	futuresonic
@grendel26 #OMGSWINEFLU MAKES YOU STOP USING TWITTER	OMGSWINEFLU	OMG SWINE FLU
As a kid, I chased my cat with a spray bottle  , LOL #randomfacts	randomfacts	random facts
@StephStricklen I hearby task you with creating BeachBarCamp   #bcp3	bcp3	bcp 3	BCP 3	bcp3
I'm awake. For real this time. Daystar, she burns. Hey #notacon folks! Check out @myrcurial 's talk at 1 pm	notacon	notacon	Notacon	not a con
Annoyed I didnt know about the 200mb WinRE partition option in #windows7 while installing, now I cant use #truecrypt	truecrypt	truecrypt
Another sales pitch today for a potential #surface customer. I do more sales than development these days	surface	surface
I maxed out my credit card in Jack Wills  #fashion #expenses	expenses	expenses
#letdown	letdown	letdown
@Jen_Bennett I do like "Secret Seagull".  But I can't say much more than "Africa" until officially allowed. #secretmission	secretmission	secret mission
Missed #esc09 I know what am I like? Feel like I was there now I've caught up with your tweets thx guys! More EE than ESC here last night	esc09	ESC 09
Sorry @jsudbey, but #lostarg is going on right now. If too many tweets bothers you you can unfollow me. I wont take offense.	lostarg	LostARG	lostarg	lost arg
Nt able to follow anyone  friendorfollow.com here i come!!! #itsucks	itsucks	it sucks
Having too much lag to be successful at #Halo3 Slayer. Wish my internet would stay fast. Has a lot of slow periods	Halo3	Halo 3
@nikkisangel it makes it a trend ...next thing you know you'll see #SIXX?  in trending topics on ur home page	SIXX	Sixx	SIXX
Oh snap, bars and #liquor stores aren't open on the statutory holidays during #Easter. Stupid retarded laws	Easter	Easter
